#      x         y         z      atomnum  distance    energy 
     -0.02     -0.00      1.95     12.00     23.69     -7.21 
     -0.03     -0.03      3.90     13.00     25.79     -8.73 
     -0.02     -0.00      5.97     14.00     27.86    -10.26 
     -0.02      0.01      8.02     15.00     29.85     -9.97 
     -0.01      0.00     10.00     16.00     31.93     -9.57 
     -0.00     -0.01     12.06     17.00     33.95     -9.63 
      0.00      0.00     14.07     18.00     35.92     -8.26 
     -0.00      0.01     16.02     19.00     37.96     -7.33 
     -0.01      0.01     18.06     20.00     39.93     -7.11 
     -0.00      0.01     20.02     21.00     41.93     -5.89 
     -0.01      0.01     22.02     22.00     43.97     -5.96 
     -0.01      0.01     24.05     23.00     45.96     -5.49 
     -0.00      0.02     26.03     24.00     47.95     -4.54 
     -0.01      0.02     28.02     25.00     50.00     -4.22 
     -0.01      0.02     30.07     26.00     51.97     -3.91 
     -0.01      0.02     32.03     27.00     53.95     -2.54 
     -0.02      0.02     34.00     28.00     55.92     -2.58 
     -0.02      0.02     35.96     29.00     57.88     -2.73 
     -0.03      0.02     37.92     30.00     59.84     -3.45 
     -0.03      0.02     39.87     31.00     61.84     -4.95 
     -0.02      0.01     41.86     32.00     63.86     -7.08 
     -0.02      0.02     43.88     33.00     65.90     -9.36 
     -0.02      0.01     45.91     34.00     67.96    -11.10 
     -0.02      0.01     47.96     35.00     70.03    -12.42 
      0.00      0.00     50.00     36.00     70.03    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.04     -0.05    -17.99      2.00      2.01     -5.02 
      0.06      0.03    -16.18      3.00      4.42     -5.32 
     -0.14     -0.11    -14.11      4.00      6.62     -7.31 
     -0.24     -0.19    -12.08      5.00      8.81     -8.86 
     -0.15     -0.24    -10.02      6.00     11.14    -10.40 
      0.07     -0.14     -8.02      7.00     13.30    -10.31 
      0.13      0.00     -6.06      8.00     15.64    -10.67 
     -0.08      0.00     -3.91      9.00     17.82    -11.30 
     -0.07     -0.11     -1.86     10.00     19.91     -9.50 
      0.00     -0.04      0.08     11.00     21.84     -7.89 
     -0.02     -0.00      1.95     12.00     23.83     -7.21 
     -0.04     -0.03      3.90     13.00     25.94     -8.72 
     -0.02     -0.00      5.97     14.00     28.02    -10.26 
     -0.02      0.01      8.03     15.00     30.00     -9.97 
     -0.01      0.00     10.00     16.00     32.09     -9.57 
     -0.00     -0.01     12.07     17.00     34.11     -9.63 
      0.00      0.00     14.07     18.00     36.08     -8.25 
     -0.00      0.01     16.03     19.00     38.12     -7.33 
     -0.01      0.01     18.07     20.00     40.09     -7.11 
     -0.00      0.01     20.02     21.00     42.09     -5.89 
     -0.01      0.01     22.02     22.00     44.13     -5.95 
     -0.01      0.01     24.06     23.00     46.12     -5.49 
     -0.00      0.02     26.04     24.00     48.11     -4.54 
     -0.01      0.02     28.02     25.00     50.17     -4.22 
     -0.01      0.02     30.08     26.00     52.13     -3.90 
     -0.01      0.02     32.03     27.00     54.11     -2.54 
     -0.02      0.02     34.00     28.00     56.08     -2.58 
     -0.02      0.02     35.96     29.00     58.04     -2.73 
     -0.03      0.02     37.91     30.00     60.00     -3.44 
     -0.03      0.02     39.86     31.00     61.99     -4.94 
     -0.02      0.01     41.85     32.00     64.02     -7.07 
     -0.02      0.02     43.87     33.00     66.06     -9.35 
     -0.02      0.02     45.90     34.00     68.12    -11.10 
     -0.02      0.01     47.95     35.00     70.20    -12.42 
      0.00      0.00     50.00     36.00     70.20    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.05     -0.06    -17.99      2.00      2.01     -5.01 
      0.06      0.03    -16.18      3.00      4.46     -5.29 
     -0.15     -0.12    -14.11      4.00      6.67     -7.28 
     -0.26     -0.20    -12.08      5.00      8.88     -8.80 
     -0.17     -0.26    -10.02      6.00     11.23    -10.35 
      0.07     -0.15     -8.02      7.00     13.40    -10.30 
      0.14      0.00     -6.06      8.00     15.78    -10.67 
     -0.09      0.00     -3.91      9.00     17.97    -11.29 
     -0.07     -0.12     -1.85     10.00     20.06     -9.47 
      0.00     -0.04      0.09     11.00     21.99     -7.88 
     -0.02     -0.00      1.95     12.00     23.98     -7.21 
     -0.04     -0.03      3.89     13.00     26.10     -8.72 
     -0.02     -0.00      5.97     14.00     28.18    -10.26 
     -0.02      0.01      8.03     15.00     30.17     -9.97 
     -0.01      0.00     10.00     16.00     32.26     -9.57 
     -0.00     -0.01     12.07     17.00     34.28     -9.63 
      0.00      0.00     14.08     18.00     36.24     -8.25 
     -0.00      0.01     16.03     19.00     38.29     -7.33 
     -0.01      0.01     18.07     20.00     40.25     -7.11 
     -0.00      0.01     20.02     21.00     42.26     -5.89 
     -0.01      0.01     22.02     22.00     44.30     -5.95 
     -0.01      0.01     24.06     23.00     46.29     -5.49 
     -0.00      0.02     26.04     24.00     48.28     -4.54 
     -0.01      0.02     28.02     25.00     50.34     -4.22 
     -0.01      0.03     30.08     26.00     52.30     -3.90 
     -0.01      0.02     32.03     27.00     54.28     -2.54 
     -0.02      0.02     34.00     28.00     56.25     -2.58 
     -0.03      0.02     35.96     29.00     58.20     -2.73 
     -0.03      0.02     37.90     30.00     60.16     -3.44 
     -0.03      0.02     39.86     31.00     62.15     -4.93 
     -0.03      0.02     41.84     32.00     64.18     -7.06 
     -0.03      0.02     43.86     33.00     66.23     -9.34 
     -0.02      0.02     45.89     34.00     68.29    -11.09 
     -0.02      0.01     47.95     35.00     70.37    -12.42 
      0.00      0.00     50.00     36.00     70.37    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.05     -0.06    -17.99      2.00      2.02     -5.01 
      0.07      0.04    -16.19      3.00      4.50     -5.26 
     -0.17     -0.13    -14.12      4.00      6.73     -7.25 
     -0.28     -0.22    -12.09      5.00      8.95     -8.74 
     -0.18     -0.28    -10.02      6.00     11.33    -10.30 
      0.08     -0.16     -8.02      7.00     13.52    -10.29 
      0.15      0.00     -6.06      8.00     15.92    -10.68 
     -0.09      0.00     -3.90      9.00     18.12    -11.27 
     -0.08     -0.13     -1.84     10.00     20.22     -9.44 
      0.00     -0.05      0.09     11.00     22.15     -7.88 
     -0.02     -0.00      1.94     12.00     24.14     -7.21 
     -0.04     -0.03      3.89     13.00     26.26     -8.71 
     -0.02     -0.00      5.96     14.00     28.35    -10.26 
     -0.02      0.01      8.03     15.00     30.34     -9.97 
     -0.01      0.00     10.00     16.00     32.43     -9.57 
     -0.00     -0.01     12.07     17.00     34.45     -9.62 
      0.00      0.00     14.08     18.00     36.42     -8.25 
     -0.00      0.01     16.03     19.00     38.47     -7.33 
     -0.01      0.01     18.08     20.00     40.43     -7.10 
     -0.00      0.01     20.03     21.00     42.44     -5.89 
     -0.01      0.01     22.03     22.00     44.48     -5.95 
     -0.01      0.02     24.06     23.00     46.47     -5.48 
     -0.01      0.02     26.04     24.00     48.46     -4.54 
     -0.01      0.03     28.02     25.00     50.52     -4.22 
     -0.01      0.03     30.09     26.00     52.48     -3.89 
     -0.02      0.02     32.03     27.00     54.46     -2.54 
     -0.02      0.02     34.00     28.00     56.43     -2.58 
     -0.03      0.02     35.96     29.00     58.38     -2.73 
     -0.03      0.02     37.90     30.00     60.33     -3.43 
     -0.03      0.03     39.85     31.00     62.32     -4.92 
     -0.03      0.02     41.83     32.00     64.35     -7.04 
     -0.03      0.02     43.85     33.00     66.40     -9.34 
     -0.02      0.02     45.89     34.00     68.47    -11.09 
     -0.02      0.01     47.95     35.00     70.56    -12.42 
      0.00      0.00     50.00     36.00     70.56    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.06     -0.07    -18.00      2.00      2.03     -5.01 
      0.07      0.04    -16.20      3.00      4.54     -5.23 
     -0.18     -0.14    -14.13      4.00      6.78     -7.21 
     -0.30     -0.23    -12.09      5.00      9.03     -8.68 
     -0.19     -0.30    -10.02      6.00     11.44    -10.24 
      0.09     -0.17     -8.02      7.00     13.64    -10.28 
      0.16      0.00     -6.06      8.00     16.06    -10.68 
     -0.10      0.00     -3.90      9.00     18.28    -11.26 
     -0.08     -0.14     -1.84     10.00     20.39     -9.40 
      0.00     -0.05      0.10     11.00     22.32     -7.87 
     -0.03     -0.00      1.94     12.00     24.31     -7.21 
     -0.04     -0.03      3.88     13.00     26.44     -8.70 
     -0.03     -0.00      5.96     14.00     28.53    -10.26 
     -0.02      0.01      8.03     15.00     30.52     -9.97 
     -0.01      0.00     10.00     16.00     32.62     -9.57 
     -0.00     -0.01     12.08     17.00     34.64     -9.62 
      0.00      0.00     14.09     18.00     36.61     -8.25 
     -0.00      0.02     16.04     19.00     38.66     -7.33 
     -0.01      0.02     18.08     20.00     40.62     -7.10 
     -0.00      0.01     20.03     21.00     42.63     -5.89 
     -0.01      0.01     22.03     22.00     44.67     -5.95 
     -0.01      0.02     24.07     23.00     46.66     -5.48 
     -0.01      0.02     26.04     24.00     48.64     -4.54 
     -0.01      0.03     28.03     25.00     50.71     -4.22 
     -0.01      0.03     30.09     26.00     52.67     -3.89 
     -0.02      0.02     32.03     27.00     54.64     -2.54 
     -0.02      0.03     34.00     28.00     56.61     -2.58 
     -0.03      0.03     35.95     29.00     58.56     -2.72 
     -0.04      0.02     37.89     30.00     60.51     -3.43 
     -0.04      0.03     39.84     31.00     62.50     -4.91 
     -0.03      0.02     41.81     32.00     64.53     -7.03 
     -0.03      0.03     43.84     33.00     66.58     -9.33 
     -0.02      0.02     45.88     34.00     68.65    -11.08 
     -0.02      0.02     47.94     35.00     70.75    -12.42 
      0.00      0.00     50.00     36.00     70.75    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.06     -0.07    -18.00      2.00      2.05     -5.00 
      0.08      0.04    -16.21      3.00      4.58     -5.20 
     -0.19     -0.15    -14.14      4.00      6.85     -7.17 
     -0.32     -0.25    -12.10      5.00      9.10     -8.62 
     -0.21     -0.32    -10.02      6.00     11.55    -10.18 
      0.09     -0.18     -8.03      7.00     13.77    -10.27 
      0.17      0.00     -6.06      8.00     16.21    -10.69 
     -0.11      0.00     -3.89      9.00     18.45    -11.25 
     -0.09     -0.15     -1.83     10.00     20.57     -9.36 
      0.00     -0.06      0.10     11.00     22.49     -7.86 
     -0.03     -0.00      1.94     12.00     24.48     -7.20 
     -0.05     -0.04      3.87     13.00     26.62     -8.69 
     -0.03     -0.00      5.96     14.00     28.71    -10.26 
     -0.02      0.01      8.03     15.00     30.71     -9.97 
     -0.01      0.00     10.00     16.00     32.81     -9.57 
     -0.00     -0.01     12.08     17.00     34.83     -9.62 
      0.00      0.00     14.09     18.00     36.80     -8.24 
     -0.00      0.02     16.04     19.00     38.85     -7.33 
     -0.01      0.02     18.08     20.00     40.81     -7.10 
     -0.00      0.01     20.03     21.00     42.82     -5.89 
     -0.01      0.01     22.03     22.00     44.87     -5.95 
     -0.01      0.02     24.07     23.00     46.85     -5.48 
     -0.01      0.02     26.05     24.00     48.84     -4.54 
     -0.01      0.03     28.03     25.00     50.91     -4.22 
     -0.01      0.03     30.09     26.00     52.87     -3.89 
     -0.02      0.02     32.04     27.00     54.84     -2.54 
     -0.02      0.03     34.00     28.00     56.80     -2.58 
     -0.03      0.03     35.95     29.00     58.75     -2.72 
     -0.04      0.02     37.88     30.00     60.70     -3.42 
     -0.04      0.03     39.83     31.00     62.69     -4.90 
     -0.03      0.02     41.80     32.00     64.72     -7.02 
     -0.03      0.03     43.83     33.00     66.78     -9.31 
     -0.03      0.02     45.87     34.00     68.85    -11.08 
     -0.02      0.02     47.94     35.00     70.95    -12.42 
      0.00      0.00     50.00     36.00     70.95    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.06     -0.08    -18.00      2.00      2.06     -5.00 
      0.08      0.05    -16.21      3.00      4.62     -5.17 
     -0.20     -0.16    -14.15      4.00      6.91     -7.13 
     -0.34     -0.27    -12.10      5.00      9.19     -8.55 
     -0.22     -0.35    -10.03      6.00     11.66    -10.12 
      0.10     -0.19     -8.03      7.00     13.90    -10.26 
      0.18      0.00     -6.06      8.00     16.37    -10.69 
     -0.11      0.00     -3.89      9.00     18.63    -11.24 
     -0.10     -0.17     -1.82     10.00     20.76     -9.32 
      0.00     -0.06      0.11     11.00     22.68     -7.86 
     -0.03     -0.00      1.94     12.00     24.67     -7.20 
     -0.05     -0.04      3.87     13.00     26.81     -8.68 
     -0.03     -0.01      5.95     14.00     28.91    -10.26 
     -0.02      0.02      8.03     15.00     30.91     -9.97 
     -0.01      0.00     10.01     16.00     33.01     -9.57 
     -0.00     -0.01     12.09     17.00     35.04     -9.62 
      0.00      0.00     14.10     18.00     37.00     -8.24 
     -0.00      0.02     16.04     19.00     39.06     -7.33 
     -0.01      0.02     18.09     20.00     41.02     -7.09 
     -0.01      0.01     20.03     21.00     43.02     -5.89 
     -0.01      0.01     22.03     22.00     45.07     -5.95 
     -0.01      0.02     24.07     23.00     47.06     -5.48 
     -0.01      0.02     26.05     24.00     49.05     -4.54 
     -0.01      0.03     28.03     25.00     51.12     -4.22 
     -0.01      0.03     30.10     26.00     53.08     -3.88 
     -0.02      0.02     32.04     27.00     55.04     -2.54 
     -0.02      0.03     34.00     28.00     57.01     -2.58 
     -0.03      0.03     35.95     29.00     58.95     -2.72 
     -0.04      0.03     37.88     30.00     60.89     -3.42 
     -0.04      0.03     39.82     31.00     62.88     -4.88 
     -0.03      0.02     41.79     32.00     64.92     -7.00 
     -0.03      0.03     43.81     33.00     66.98     -9.30 
     -0.03      0.02     45.86     34.00     69.05    -11.07 
     -0.03      0.02     47.93     35.00     71.16    -12.41 
      0.00      0.00     50.00     36.00     71.16    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.07     -0.08    -18.01      2.00      2.08     -4.99 
      0.09      0.05    -16.22      3.00      4.67     -5.14 
     -0.22     -0.17    -14.16      4.00      6.98     -7.09 
     -0.36     -0.28    -12.11      5.00      9.27     -8.48 
     -0.24     -0.37    -10.03      6.00     11.78    -10.05 
      0.11     -0.21     -8.03      7.00     14.04    -10.24 
      0.19      0.00     -6.06      8.00     16.54    -10.70 
     -0.12      0.00     -3.88      9.00     18.81    -11.22 
     -0.11     -0.18     -1.81     10.00     20.95     -9.28 
      0.00     -0.06      0.11     11.00     22.87     -7.85 
     -0.03     -0.00      1.93     12.00     24.86     -7.20 
     -0.05     -0.04      3.86     13.00     27.01     -8.67 
     -0.03     -0.01      5.95     14.00     29.11    -10.26 
     -0.03      0.02      8.03     15.00     31.11     -9.97 
     -0.01      0.00     10.01     16.00     33.23     -9.57 
     -0.00     -0.01     12.09     17.00     35.25     -9.61 
      0.00      0.00     14.10     18.00     37.22     -8.24 
     -0.00      0.02     16.05     19.00     39.27     -7.33 
     -0.01      0.02     18.09     20.00     41.23     -7.09 
     -0.01      0.01     20.04     21.00     43.24     -5.89 
     -0.01      0.01     22.04     22.00     45.29     -5.95 
     -0.01      0.02     24.08     23.00     47.27     -5.48 
     -0.01      0.03     26.05     24.00     49.26     -4.54 
     -0.01      0.03     28.03     25.00     51.34     -4.22 
     -0.01      0.04     30.10     26.00     53.29     -3.88 
     -0.02      0.03     32.04     27.00     55.26     -2.54 
     -0.03      0.03     34.00     28.00     57.22     -2.58 
     -0.04      0.03     35.94     29.00     59.15     -2.72 
     -0.04      0.03     37.87     30.00     61.10     -3.41 
     -0.04      0.03     39.80     31.00     63.09     -4.87 
     -0.04      0.02     41.78     32.00     65.12     -6.99 
     -0.03      0.03     43.80     33.00     67.19     -9.29 
     -0.03      0.02     45.85     34.00     69.27    -11.06 
     -0.03      0.02     47.93     35.00     71.38    -12.41 
      0.00      0.00     50.00     36.00     71.38    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.07     -0.09    -18.01      2.00      2.10     -4.99 
      0.10      0.06    -16.22      3.00      4.72     -5.11 
     -0.23     -0.18    -14.17      4.00      7.05     -7.06 
     -0.39     -0.30    -12.12      5.00      9.36     -8.41 
     -0.25     -0.40    -10.03      6.00     11.90     -9.97 
      0.11     -0.22     -8.03      7.00     14.18    -10.23 
      0.20      0.01     -6.06      8.00     16.71    -10.71 
     -0.13      0.00     -3.88      9.00     19.00    -11.21 
     -0.11     -0.19     -1.80     10.00     21.15     -9.24 
      0.00     -0.07      0.12     11.00     23.07     -7.84 
     -0.03     -0.00      1.93     12.00     25.06     -7.20 
     -0.06     -0.04      3.86     13.00     27.22     -8.67 
     -0.03     -0.01      5.95     14.00     29.33    -10.25 
     -0.03      0.02      8.03     15.00     31.33     -9.97 
     -0.01      0.01     10.01     16.00     33.45     -9.57 
     -0.00     -0.01     12.10     17.00     35.47     -9.61 
      0.00      0.00     14.11     18.00     37.44     -8.23 
     -0.00      0.02     16.05     19.00     39.49     -7.33 
     -0.01      0.02     18.10     20.00     41.45     -7.09 
     -0.01      0.01     20.04     21.00     43.46     -5.89 
     -0.01      0.02     22.04     22.00     45.51     -5.95 
     -0.01      0.02     24.08     23.00     47.49     -5.47 
     -0.01      0.03     26.06     24.00     49.49     -4.54 
     -0.01      0.03     28.04     25.00     51.56     -4.22 
     -0.01      0.04     30.11     26.00     53.52     -3.87 
     -0.02      0.03     32.04     27.00     55.48     -2.54 
     -0.03      0.03     34.00     28.00     57.44     -2.58 
     -0.04      0.03     35.94     29.00     59.37     -2.72 
     -0.05      0.03     37.86     30.00     61.31     -3.40 
     -0.04      0.04     39.79     31.00     63.30     -4.86 
     -0.04      0.02     41.77     32.00     65.34     -6.97 
     -0.04      0.03     43.79     33.00     67.41     -9.28 
     -0.03      0.02     45.85     34.00     69.49    -11.06 
     -0.03      0.02     47.92     35.00     71.61    -12.41 
      0.00      0.00     50.00     36.00     71.61    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.08     -0.09    -18.01      2.00      2.12     -4.99 
      0.10      0.06    -16.23      3.00      4.77     -5.09 
     -0.25     -0.19    -14.18      4.00      7.12     -7.02 
     -0.41     -0.32    -12.12      5.00      9.46     -8.33 
     -0.27     -0.42    -10.03      6.00     12.03     -9.89 
      0.12     -0.23     -8.03      7.00     14.34    -10.22 
      0.22      0.01     -6.06      8.00     16.89    -10.71 
     -0.14      0.00     -3.87      9.00     19.19    -11.20 
     -0.12     -0.20     -1.79     10.00     21.36     -9.20 
      0.00     -0.07      0.12     11.00     23.28     -7.83 
     -0.03     -0.00      1.93     12.00     25.27     -7.20 
     -0.06     -0.05      3.85     13.00     27.43     -8.66 
     -0.03     -0.01      5.95     14.00     29.55    -10.25 
     -0.03      0.02      8.03     15.00     31.55     -9.97 
     -0.02      0.01     10.01     16.00     33.67     -9.57 
     -0.00     -0.01     12.10     17.00     35.70     -9.60 
      0.00      0.00     14.11     18.00     37.67     -8.23 
     -0.00      0.02     16.06     19.00     39.73     -7.33 
     -0.01      0.02     18.10     20.00     41.68     -7.08 
     -0.01      0.01     20.04     21.00     43.69     -5.89 
     -0.01      0.02     22.04     22.00     45.74     -5.95 
     -0.01      0.02     24.08     23.00     47.73     -5.47 
     -0.01      0.03     26.06     24.00     49.72     -4.53 
     -0.01      0.04     28.04     25.00     51.80     -4.22 
     -0.01      0.04     30.11     26.00     53.75     -3.87 
     -0.02      0.03     32.05     27.00     55.71     -2.54 
     -0.03      0.04     34.00     28.00     57.67     -2.58 
     -0.04      0.03     35.94     29.00     59.60     -2.72 
     -0.05      0.03     37.86     30.00     61.53     -3.40 
     -0.05      0.04     39.78     31.00     63.52     -4.85 
     -0.04      0.02     41.75     32.00     65.56     -6.96 
     -0.04      0.03     43.78     33.00     67.63     -9.27 
     -0.03      0.02     45.84     34.00     69.72    -11.05 
     -0.03      0.02     47.92     35.00     71.85    -12.41 
      0.00      0.00     50.00     36.00     71.85    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.08     -0.10    -18.02      2.00      2.14     -4.98 
      0.11      0.07    -16.24      3.00      4.82     -5.06 
     -0.26     -0.20    -14.19      4.00      7.19     -6.99 
     -0.44     -0.34    -12.13      5.00      9.55     -8.26 
     -0.28     -0.45    -10.04      6.00     12.16     -9.81 
      0.13     -0.25     -8.04      7.00     14.49    -10.20 
      0.23      0.01     -6.06      8.00     17.07    -10.69 
     -0.15      0.00     -3.87      9.00     19.40    -11.18 
     -0.13     -0.22     -1.78     10.00     21.58     -9.15 
      0.00     -0.08      0.13     11.00     23.50     -7.83 
     -0.04     -0.00      1.93     12.00     25.49     -7.20 
     -0.06     -0.05      3.85     13.00     27.66     -8.65 
     -0.04     -0.01      5.94     14.00     29.78    -10.25 
     -0.03      0.02      8.03     15.00     31.79     -9.97 
     -0.02      0.01     10.01     16.00     33.91     -9.57 
     -0.00     -0.01     12.11     17.00     35.94     -9.60 
      0.00      0.00     14.12     18.00     37.91     -8.23 
     -0.00      0.02     16.06     19.00     39.97     -7.33 
     -0.01      0.02     18.10     20.00     41.92     -7.08 
     -0.01      0.02     20.04     21.00     43.93     -5.89 
     -0.02      0.02     22.04     22.00     45.99     -5.95 
     -0.01      0.02     24.09     23.00     47.97     -5.47 
     -0.01      0.03     26.06     24.00     49.96     -4.53 
     -0.01      0.04     28.04     25.00     52.04     -4.22 
     -0.01      0.04     30.12     26.00     54.00     -3.87 
     -0.02      0.03     32.05     27.00     55.96     -2.54 
     -0.03      0.04     33.99     28.00     57.91     -2.58 
     -0.04      0.04     35.93     29.00     59.83     -2.71 
     -0.05      0.03     37.85     30.00     61.77     -3.39 
     -0.05      0.04     39.77     31.00     63.76     -4.83 
     -0.04      0.03     41.74     32.00     65.80     -6.94 
     -0.04      0.04     43.77     33.00     67.87     -9.26 
     -0.04      0.03     45.83     34.00     69.97    -11.05 
     -0.03      0.02     47.92     35.00     72.10    -12.41 
      0.00      0.00     50.00     36.00     72.10    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.09     -0.10    -18.02      2.00      2.16     -4.98 
      0.11      0.07    -16.24      3.00      4.88     -5.03 
     -0.28     -0.21    -14.20      4.00      7.27     -6.95 
     -0.47     -0.36    -12.13      5.00      9.65     -8.18 
     -0.30     -0.48    -10.04      6.00     12.30     -9.73 
      0.14     -0.26     -8.04      7.00     14.66    -10.19 
      0.25      0.01     -6.06      8.00     17.26    -10.62 
     -0.16      0.00     -3.86      9.00     19.61    -11.17 
     -0.14     -0.23     -1.77     10.00     21.81     -9.11 
      0.00     -0.08      0.13     11.00     23.72     -7.82 
     -0.04     -0.00      1.93     12.00     25.72     -7.20 
     -0.07     -0.05      3.84     13.00     27.89     -8.64 
     -0.04     -0.01      5.94     14.00     30.02    -10.25 
     -0.03      0.02      8.03     15.00     32.03     -9.97 
     -0.02      0.01     10.01     16.00     34.16     -9.57 
     -0.00     -0.01     12.11     17.00     36.19     -9.60 
      0.00      0.00     14.12     18.00     38.16     -8.23 
     -0.00      0.02     16.06     19.00     40.22     -7.33 
     -0.02      0.02     18.11     20.00     42.17     -7.08 
     -0.01      0.02     20.05     21.00     44.18     -5.89 
     -0.02      0.02     22.05     22.00     46.24     -5.95 
     -0.01      0.02     24.09     23.00     48.22     -5.47 
     -0.01      0.03     26.06     24.00     50.21     -4.53 
     -0.01      0.04     28.05     25.00     52.30     -4.22 
     -0.01      0.04     30.12     26.00     54.25     -3.86 
     -0.03      0.03     32.05     27.00     56.21     -2.53 
     -0.03      0.04     33.99     28.00     58.15     -2.58 
     -0.05      0.04     35.93     29.00     60.08     -2.71 
     -0.05      0.03     37.84     30.00     62.01     -3.38 
     -0.05      0.04     39.76     31.00     64.00     -4.82 
     -0.04      0.03     41.73     32.00     66.04     -6.93 
     -0.04      0.04     43.76     33.00     68.12     -9.25 
     -0.04      0.03     45.82     34.00     70.22    -11.04 
     -0.03      0.02     47.91     35.00     72.36    -12.41 
      0.00      0.00     50.00     36.00     72.36    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.09     -0.11    -18.03      2.00      2.19     -4.97 
      0.12      0.08    -16.24      3.00      4.94     -5.00 
     -0.30     -0.22    -14.21      4.00      7.36     -6.91 
     -0.49     -0.38    -12.14      5.00      9.76     -8.10 
     -0.32     -0.50    -10.04      6.00     12.44     -9.65 
      0.15     -0.28     -8.04      7.00     14.83    -10.17 
      0.26      0.01     -6.06      8.00     17.46    -10.55 
     -0.17      0.00     -3.86      9.00     19.83    -11.16 
     -0.15     -0.25     -1.76     10.00     22.04     -9.06 
      0.00     -0.09      0.14     11.00     23.96     -7.81 
     -0.04     -0.00      1.93     12.00     25.96     -7.20 
     -0.07     -0.06      3.83     13.00     28.14     -8.63 
     -0.04     -0.01      5.93     14.00     30.27    -10.25 
     -0.03      0.02      8.03     15.00     32.29     -9.97 
     -0.02      0.01     10.02     16.00     34.42     -9.57 
     -0.00     -0.01     12.12     17.00     36.45     -9.59 
      0.00      0.00     14.13     18.00     38.42     -8.22 
     -0.00      0.03     16.07     19.00     40.48     -7.33 
     -0.02      0.02     18.11     20.00     42.43     -7.08 
     -0.01      0.02     20.05     21.00     44.44     -5.89 
     -0.02      0.02     22.05     22.00     46.50     -5.95 
     -0.01      0.03     24.10     23.00     48.48     -5.46 
     -0.01      0.03     26.07     24.00     50.48     -4.53 
     -0.01      0.04     28.05     25.00     52.56     -4.22 
     -0.02      0.05     30.12     26.00     54.51     -3.86 
     -0.03      0.03     32.06     27.00     56.47     -2.53 
     -0.03      0.04     33.99     28.00     58.41     -2.58 
     -0.05      0.04     35.92     29.00     60.33     -2.71 
     -0.06      0.04     37.83     30.00     62.26     -3.38 
     -0.06      0.04     39.75     31.00     64.25     -4.81 
     -0.05      0.03     41.71     32.00     66.29     -6.91 
     -0.04      0.04     43.74     33.00     68.37     -9.24 
     -0.04      0.03     45.81     34.00     70.48    -11.03 
     -0.04      0.02     47.91     35.00     72.63    -12.41 
      0.00      0.00     50.00     36.00     72.63    -12.82 
&
      0.00      0.00    -20.00      1.00      0.00     -5.38 
     -0.10     -0.12    -18.04      2.00      2.22     -4.97 
      0.13      0.08    -16.25      3.00      5.00     -4.98 
     -0.31     -0.24    -14.22      4.00      7.44     -6.87 
     -0.52     -0.40    -12.15      5.00      9.87     -8.01 
     -0.34     -0.53    -10.04      6.00     12.59     -9.56 
      0.16     -0.30     -8.05      7.00     15.01    -10.16 
      0.28      0.01     -6.06      8.00     17.67    -10.48 
     -0.18      0.00     -3.85      9.00     20.06    -11.14 
     -0.16     -0.27     -1.75     10.00     22.29     -9.01 
      0.00     -0.09      0.14     11.00     24.21     -7.80 
     -0.04     -0.00      1.92     12.00     26.20     -7.20 
     -0.08     -0.06      3.83     13.00     28.39     -8.62 
     -0.04     -0.01      5.93     14.00     30.53    -10.25 
     -0.04      0.02      8.03     15.00     32.55     -9.97 
     -0.02      0.01     10.02     16.00     34.69     -9.57 
     -0.00     -0.01     12.12     17.00     36.72     -9.59 
      0.00      0.00     14.13     18.00     38.69     -8.22 
     -0.00      0.03     16.07     19.00     40.75     -7.33 
     -0.02      0.03     18.12     20.00     42.70     -7.07 
     -0.01      0.02     20.05     21.00     44.71     -5.89 
     -0.02      0.02     22.05     22.00     46.77     -5.95 
     -0.01      0.03     24.10     23.00     48.76     -5.46 
     -0.01      0.03     26.07     24.00     50.75     -4.53 
     -0.01      0.04     28.05     25.00     52.83     -4.22 
     -0.02      0.05     30.13     26.00     54.79     -3.85 
     -0.03      0.04     32.06     27.00     56.74     -2.53 
     -0.04      0.04     33.99     28.00     58.68     -2.58 
     -0.05      0.04     35.92     29.00     60.60     -2.71 
     -0.06      0.04     37.82     30.00     62.52     -3.37 
     -0.06      0.05     39.74     31.00     64.51     -4.79 
     -0.05      0.03     41.70     32.00     66.55     -6.90 
     -0.05      0.04     43.73     33.00     68.64     -9.22 
     -0.04      0.03     45.80     34.00     70.75    -11.03 
